Compound ID,Comp Conc. (µM),Chemotype,Pubmed ID,JAK1,TYK2,JAK2,JAK3,FER,FES,ABL-E255K,ABL-H396P,ABL-M351T,ABL-Q252H,ABL-T315I,ABL-Y253F,ABL1,ARG,CSK,BMX,BTK,TXK,TEC,ITK,BRK,SRMS,PTK5,BLK,LCK,HCK,LYNA,LYNB,FGR,FYN,SRC,YES,EPHA2,EPHA4,EPHA3,EPHB4,EPHB3,EPHB2,PYK2,SYK,ZAP70,LTK,ALK,ROS,INSR,IGF1R,IRR,DDR2,MUSK,TRKA,TRKB,TRKC,RON,MET,AXL,MER,TYRO3,RET,RET-V804L,RET-Y791F,FGFR1,FGFR2,FGFR3,FGFR4,FLT1,KDR,FLT4,FMS,KIT,KIT-D816V,KIT-T6701,KIT-V560G,FLT3,FLT-3-D835Y,PDGFR?,PDGFR?-D842V,PDGFR?-T674I,PDGFR?-V561D,PDGFR?.1,TIE2,TNK2,TNK1,EGFR,EGFR-L858R,EGFR-L861Q,EGFR-T790M,EGFR-T790M-L858R,ERBB2,ERBB4,IRAK4,LRRK2,LRRK2-G2019S,CRAF,BRAF,BRAF-V599E,MAP4K2,MST1,MST2,MST4,MAP4K4,MINK,LOK,PAK1,PAK3,PAK2,PAK5,PAK6,MEK1,CK1a,CK1-g2,CK1-g1,CK1-g3,PLK1,GRK7,GRK6,PDK1,MSK1,MSK2,RSK1,RSK2,RSK4,RSK3,P70S6K1,AKT2,AKT1,AKT3,SGK1,SGK3,SGK2,PKC-?,PKC-?.1,PKC-?.2,PKC-?1,PKC-?2,PKC-?.3,PKC-?.4,PRKG2,PRKG1,PRKX,PKA,ROCK1,ROCK2,MRCK-?,MRCK-?.1,AURORA-B,AURORA-C,AURORA-A,CHEK2,DCAMKL2,CAMK4,CAMK1D,PHKG1,PHKG2,CAMK2D,CAMK2A,PRAK,MAPKAPK2,MAPKAPK3,MNK2,MKNK1,PRKD3,PRKD1,PRKD2,MARK4,MARK3,PAR-1B?,MARK1,SNF1LK2 (QIK),SNF1LK (SIK),ARK5,BRSK1,BRSK2,AMPKA1 (A1B1G1),AMPKA2 (A2B1G1),MELK,TSSK2,TSSK1,DAPK1,PIM2,PIM3,PIM1,CHEK1,PASK,NEK1,NEK2,NEK9,NEK7,NEK6,TBK1,IKKE,IKKB,IKKA,CDK5/p35,CDK1/cyclinB,CDK2/cyclinA,CDK2/cyclinE,CDK3/cyclinE,CDK6/cyclinD3,CDK4/cyclinD,JNK2,P38?,P38?.1,P38?.2,P38?.3,MAPK1,MAPK3,GSK3A,GSK3B,SRPK1,MSSK1,CLK3,CLK2,HIPK1,HIPK4,DYRK1B,DYRK1A,DYRK2,CK2,TTK,PI3-K-?,PI3-K-?.1,PI4-K-?,SPHK1,SPHK2,Canonical_SMILES,Changed
NS(=O)(=O)c1ccc(N\N=C2/C(=O)Nc3ccc(cc23)C(=O)NCCCn2ccnc2)cc1,1,02:Oxindoles,11728181,24,-2,5,19,-63,3,11,14,14,13,14,15,13,10.0,7,8,0,4,10,3,7,1,3,12,7,18,16,12,13,19,27,24,2,18,5,5,4,13,21,-2,8.0,7,11,13.0,7,3.0,4,2,22.0,12,43,44,7.0,12,3.0,6.0,10,52.0,76,60.0,4.0,9.0,5.0,2,5.0,34,27,6,10.0,9,6,1,18.0,33.0,54,58,12,47,69.0,6,4,16.0,6.0,7,5,5,5,6,15.0,2,19,39,18,38,39,8,76,70,7,52,41,12,11,5,3,-1,-15,38,6,9.0,11,13,4,18,16,27,11,14,8,10,13,13,9,2.0,1,2,15,6,8,5,8,4,3,4,6,2,28,19.0,7,3.0,9,25,5,8,18,23,50,19,3.0,-4,2,26,10,8,4,5,6,11,14,17,18,23,22,15,5,10,22,13,14,66.0,31,46,64,26,47,7,13,14,7,19,16,19,3,5,5,19,5,4,30,27,15,0,73,67.0,98,82,89,57,57,11,8,9,6,3,38,16,76,78,3,0,8,66,34,18,16,16,16,21,71,5,2,-5,-3,-3,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(C(=O)NCCCn4ccnc4)cc32)cc1,True
NS(=O)(=O)c1ccc(NC=C2C(=O)Nc3ccc4ncsc4c23)cc1,1,02:Oxindoles,11728181,51,64,24,64,28,17,38,47,51,56,62,49,45,31.0,4,14,4,17,22,15,9,0,4,58,31,44,47,41,36,26,62,41,7,34,13,12,3,26,67,4,12.0,17,32,37.0,30,27.0,6,7,73.0,69,80,85,56.0,62,42.0,16.0,42,80.0,78,72.0,42.0,64.0,65.0,11,68.0,71,102,85,94.0,31,67,32,85.0,87.0,91,95,90,95,90.0,20,10,53.0,1.0,5,1,3,10,-1,11.0,4,79,60,-2,61,61,66,80,78,79,79,79,27,8,7,5,5,-2,68,22,19.0,18,26,7,22,36,78,23,64,53,57,77,80,26,3.0,0,3,64,19,36,4,10,9,3,6,12,5,62,29.0,12,12.0,55,69,15,21,70,92,90,33,7.0,6,9,66,32,31,14,14,4,6,18,39,76,78,79,59,61,46,67,41,34,70.0,60,64,68,53,94,4,33,25,5,13,10,48,-1,7,8,32,14,8,66,65,19,23,75,70.0,109,77,98,78,71,36,19,27,9,6,47,28,71,72,-2,-1,17,80,47,22,58,63,46,46,76,13,27,5,4,2,NS(=O)(=O)c1ccc(NC=C2C(=O)Nc3ccc4ncsc4c32)cc1,True
CN(C)c1ccc2NC(=O)\C(=C/Nc3ccc(cc3)S(N)(=O)=O)c2c1,1,02:Oxindoles,11728181,14,17,2,20,8,0,13,14,16,18,18,19,21,5.0,1,2,0,4,2,4,2,3,2,33,13,20,22,17,17,13,27,14,-3,1,3,3,2,6,32,0,6.0,3,8,9.0,6,12.0,3,3,47.0,46,65,73,7.0,4,15.0,11.0,7,52.0,51,47.0,15.0,32.0,30.0,4,13.0,54,55,19,28.0,3,10,-2,18.0,34.0,67,65,28,61,71.0,6,2,6.0,12.0,6,3,1,6,3,8.0,1,17,36,-7,5,5,30,72,68,20,70,64,18,3,2,1,-4,-2,6,3,1.0,2,1,2,9,5,24,4,4,12,15,21,26,3,1.0,0,2,5,-2,-1,2,3,2,1,2,1,2,9,2.0,3,2.0,6,13,3,4,30,48,51,11,6.0,0,4,49,14,15,4,0,1,0,4,9,4,8,5,32,33,19,36,18,15,56.0,43,54,45,27,20,1,10,1,1,1,1,35,-1,2,3,5,3,2,50,23,1,7,57,34.0,83,54,39,48,44,3,2,1,2,2,3,2,22,24,-2,-1,3,11,12,7,24,33,5,18,13,5,5,3,-2,0,CN(C)c1ccc2c(c1)/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,True
C\C(Nc1ccc(cc1)S(N)(=O)=O)=C1\C(=O)Nc2ccccc12,1,02:Oxindoles,11728181,-1,7,0,6,11,-3,3,7,15,14,12,13,12,10.0,-4,0,-1,-1,-2,5,-1,4,1,12,4,6,8,7,11,3,1,14,-3,-2,-2,-2,-4,-1,18,1,0.0,9,14,9.0,13,10.0,-1,0,31.0,38,62,87,4.0,9,11.0,9.0,17,36.0,54,40.0,6.0,21.0,21.0,4,24.0,44,33,51,91.0,-1,82,22,63.0,47.0,53,34,96,62,43.0,2,1,10.0,2.0,0,0,0,-2,-4,-8.0,0,18,47,-4,0,-1,18,55,42,16,88,85,9,2,-1,-1,3,1,1,9,19.0,6,19,-1,3,9,40,8,18,14,15,21,23,2,0.0,-1,0,18,2,3,-1,3,0,2,1,3,0,8,4.0,5,3.0,5,10,3,0,48,86,38,14,2.0,-1,-1,30,20,3,-2,1,-1,0,3,3,9,16,11,28,20,19,33,-1,0,34.0,19,31,10,5,42,1,5,2,0,2,3,10,-1,1,0,2,0,-1,5,2,1,3,45,15.0,56,48,50,75,32,4,3,8,-1,-2,-2,1,7,9,1,-1,1,2,-1,3,13,11,4,7,36,1,4,0,3,1,C/C(Nc1ccc(S(N)(=O)=O)cc1)=C1/C(=O)Nc2ccccc21,True
NS(=O)(=O)c1ccc(N\N=C2/C(=O)Nc3ccc(cc23)C(=O)NCCc2c[nH]cn2)cc1,1,02:Oxindoles,11728181,0,0,2,3,-77,8,7,11,10,9,12,12,15,10.0,10,7,1,4,12,4,5,1,3,17,9,25,16,13,19,17,33,12,2,16,8,6,0,16,24,0,5.0,7,13,18.0,32,17.0,3,5,43.0,15,31,42,6.0,12,10.0,5.0,22,58.0,83,64.0,12.0,11.0,8.0,2,11.0,43,26,15,8.0,7,4,3,23.0,48.0,66,63,15,55,83.0,3,3,10.0,4.0,5,3,2,6,1,8.0,2,17,50,-16,17,16,7,87,84,6,40,33,9,8,6,3,3,4,16,8,9.0,10,16,11,8,9,51,5,19,12,12,22,24,9,2.0,1,2,14,4,6,2,6,5,0,2,4,2,51,70.0,12,7.0,8,12,2,2,27,32,41,18,1.0,0,4,59,24,33,11,3,2,4,5,4,39,34,33,56,49,40,61,17,32,83.0,63,75,87,64,98,2,11,12,25,45,52,17,-3,-1,5,10,7,2,27,19,4,13,84,76.0,89,90,81,56,56,9,8,6,4,3,18,8,87,87,-1,0,24,92,49,20,32,31,33,19,71,5,2,-1,-1,0,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(C(=O)NCCc4c[nH]cn4)cc32)cc1,True
Cc1cccc2c1NC(=O)\C2=N/Nc1ccc(cc1)S(N)(=O)=O,1,02:Oxindoles,11728181,1,-1,4,4,1,3,6,8,8,8,1,11,11,10.0,5,3,1,7,7,2,2,-2,1,6,3,7,6,3,4,2,6,0,3,7,3,2,2,5,10,-2,3.0,2,5,2.0,2,2.0,0,2,5.0,1,2,7,2.0,-1,0.0,3.0,1,6.0,7,19.0,6.0,3.0,3.0,2,-1.0,2,-1,8,34.0,-1,7,7,8.0,11.0,17,8,7,41,10.0,1,2,6.0,9.0,6,1,0,1,1,11.0,1,7,10,-17,5,3,1,24,15,-4,49,35,4,6,4,1,3,7,2,4,2.0,3,2,2,-6,4,4,4,4,2,1,2,2,2,1.0,1,1,3,0,4,3,-3,5,-1,0,0,3,3,3.0,2,3.0,2,2,3,-2,7,12,9,3,2.0,1,2,3,3,4,3,0,1,2,1,3,4,4,3,2,2,1,3,2,3,19.0,3,4,4,4,2,-2,3,5,0,-2,0,5,-2,4,3,4,2,2,3,4,4,1,3,2.0,4,4,2,11,5,4,6,1,3,1,0,3,8,7,-1,1,4,3,5,1,1,6,3,0,9,2,3,-3,2,0,Cc1cccc2c1NC(=O)/C2=N\Nc1ccc(S(N)(=O)=O)cc1,True
NS(=O)(=O)c1ccc(N\N=C2/C(=O)Nc3ccc(cc23)C(=O)NCc2ccncc2)cc1,1,02:Oxindoles,11728181,10,1,1,6,5,2,10,15,13,12,13,19,15,9.0,8,4,0,5,7,3,4,1,0,13,8,16,18,15,12,51,29,17,2,15,4,4,3,11,9,-3,4.0,3,4,5.0,3,9.0,2,4,22.0,34,60,66,8.0,13,-5.0,1.0,8,49.0,75,52.0,6.0,12.0,8.0,2,10.0,35,49,9,13.0,13,4,11,11.0,34.0,69,71,17,61,85.0,1,3,17.0,6.0,4,5,5,3,6,7.0,2,12,31,-3,57,56,4,76,72,7,46,39,9,5,5,2,11,12,58,3,4.0,4,6,3,7,22,51,9,15,8,7,11,8,7,2.0,1,2,13,8,8,4,7,2,5,4,8,1,18,19.0,15,9.0,5,15,2,4,11,15,55,19,0.0,-4,0,29,11,12,5,6,4,2,6,11,16,24,19,34,34,21,41,17,20,60.0,40,56,75,35,91,3,21,5,5,9,7,11,3,4,4,9,4,5,44,49,5,1,79,71.0,110,86,96,59,52,9,6,10,5,3,55,26,76,77,2,2,4,37,43,46,11,10,8,13,69,1,0,0,0,0,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(C(=O)NCc4ccncc4)cc32)cc1,True
NS(=O)(=O)c1ccc(N\N=C2/C(=O)Nc3ccc(Cl)cc23)cc1,1,02:Oxindoles,11728181,12,0,2,1,7,3,6,13,13,10,12,11,11,12.0,7,5,1,5,6,4,6,0,1,6,4,11,8,7,8,8,14,4,1,12,4,3,2,6,14,-3,3.0,5,6,5.0,3,5.0,3,3,13.0,18,35,42,,7,-4.0,1.0,5,15.0,42,22.0,1.0,15.0,13.0,1,8.0,17,10,32,90.0,3,41,30,67.0,16.0,41,13,63,47,37.0,3,4,20.0,6.0,5,3,4,3,4,,1,15,50,-2,4,4,3,68,57,13,76,66,7,6,5,1,3,8,5,4,3.0,3,3,3,3,8,6,-1,6,5,4,3,3,2,2.0,1,2,7,4,6,5,5,1,3,1,5,1,6,6.0,8,4.0,2,11,1,3,6,6,27,1,1.0,-3,0,14,8,5,4,3,-1,-3,6,10,6,7,5,11,13,6,11,11,11,49.0,9,15,16,13,9,3,6,-4,2,5,2,-2,2,3,4,9,4,5,10,8,5,11,61,43.0,103,80,84,57,28,4,4,6,3,2,5,5,61,54,0,1,2,2,10,8,4,7,3,14,45,2,0,-2,-4,-3,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(Cl)cc32)cc1,True
CC(C)=Cc1cccc2NC(=O)\C(c12)=N/Nc1ccc(cc1)S(N)(=O)=O,1,02:Oxindoles,11728181,18,21,34,54,20,2,9,14,27,18,18,22,13,14.0,1,7,4,13,10,5,-2,4,5,31,15,21,36,30,25,27,46,18,3,11,3,2,0,6,28,-2,5.0,11,10,20.0,14,9.0,3,7,36.0,52,75,77,4.0,20,5.0,3.0,9,61.0,67,50.0,15.0,37.0,,2,14.0,48,47,87,68.0,4,52,10,49.0,67.0,65,59,47,62,63.0,4,3,66.0,5.0,9,4,1,3,5,5.0,1,65,61,-1,2,3,6,84,82,35,31,25,10,1,2,1,3,0,2,3,1.0,1,2,1,-1,9,56,11,16,12,8,14,16,5,1.0,1,0,6,1,3,2,1,1,2,2,7,0,7,5.0,1,4.0,10,20,1,3,45,66,93,9,,-1,1,27,8,11,6,2,4,7,5,7,9,14,12,20,21,14,25,16,11,87.0,45,58,57,40,26,1,2,10,1,4,2,10,2,2,0,2,0,1,26,22,3,3,73,70.0,92,79,99,91,69,7,2,5,1,0,1,3,53,44,3,3,2,7,11,6,6,2,2,11,52,1,2,3,4,1,CC(C)=Cc1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,True
CC(C)(CO)CNC(=O)c1ccc2NC(=O)\C(c2c1)=N/Nc1ccc(cc1)S(N)(=O)=O,1,02:Oxindoles,11728181,2,4,1,13,-11,0,9,10,10,9,9,13,11,3.0,0,1,-2,3,5,1,0,0,0,11,3,21,10,9,22,54,34,17,-3,10,2,-1,1,8,19,-2,0.0,-2,-1,4.0,0,-2.0,-2,3,22.0,16,31,41,2.0,9,7.0,1.0,5,49.0,73,56.0,1.0,7.0,5.0,-1,11.0,56,44,4,6.0,9,-2,1,6.0,46.0,62,77,7,65,72.0,1,0,10.0,5.0,-1,-1,-1,-1,4,8.0,-1,15,38,-4,44,44,3,80,77,7,19,13,5,3,1,0,0,2,43,8,4.0,4,8,1,0,9,58,1,6,3,4,9,6,2,0.0,-1,2,9,3,3,0,3,0,0,1,1,-1,22,12.0,3,2.0,5,10,1,-2,21,43,56,6,2.0,-1,2,30,3,12,4,0,-1,2,9,3,10,14,12,43,37,32,52,36,28,59.0,38,52,72,34,73,-1,11,0,4,14,19,-4,0,1,1,8,2,0,63,60,1,3,75,75.0,94,81,89,59,55,8,2,9,1,1,42,17,65,67,-2,-2,9,62,13,5,1,8,10,24,79,-1,2,0,1,0,CC(C)(CO)CNC(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,True
CC(C)c1ccc2c(NC(=O)\C2=N\Nc2ccc(cc2)S(N)(=O)=O)c1,1,02:Oxindoles,11728181,1,1,0,1,1,0,12,34,38,27,7,29,33,26.0,1,6,0,4,4,2,1,0,3,14,9,11,12,11,16,8,14,9,-2,5,2,0,2,4,0,2,2.0,1,3,3.0,2,1.0,-2,0,4.0,26,31,35,-2.0,2,0.0,2.0,3,34.0,6,31.0,0.0,5.0,4.0,0,3.0,4,5,35,32.0,1,6,19,44.0,3.0,34,17,49,52,30.0,3,5,10.0,2.0,0,-2,-1,-2,2,2.0,0,10,11,0,-1,-1,2,11,9,0,62,49,2,4,0,-2,-1,-5,2,0,0.0,1,0,1,-1,-1,2,-3,-1,1,2,0,2,-1,1.0,0,4,1,-2,-4,-1,-1,0,-5,1,0,-2,0,1.0,0,0.0,-1,-1,-1,-3,7,7,8,0,-1.0,1,1,1,0,1,0,0,-1,-1,3,2,0,1,0,0,-2,-1,1,2,7,42.0,1,7,0,0,1,0,1,-2,1,3,0,0,0,0,0,5,1,2,0,-1,0,-4,6,7.0,29,19,6,29,8,0,0,3,-1,1,0,-1,17,17,-1,-4,0,-2,5,2,5,3,0,0,4,2,1,0,-2,2,CC(C)c1ccc2c(c1)NC(=O)/C2=N/Nc1ccc(S(N)(=O)=O)cc1,True
Cl.NS(=O)(=O)c1ccc(N\N=C2/C(=O)Nc3cccc(CCc4ccncc4)c23)cc1,1,02:Oxindoles,11728181,2,-2,1,6,6,0,4,7,8,8,6,8,4,4.0,0,5,0,8,5,3,-1,1,0,10,6,6,7,5,11,5,10,11,-2,5,1,1,3,5,20,-3,14.0,1,4,9.0,5,1.0,0,1,24.0,19,45,42,6.0,15,0.0,3.0,2,43.0,44,29.0,17.0,18.0,19.0,2,12.0,47,48,46,64.0,5,15,14,79.0,64.0,61,59,35,72,59.0,3,1,15.0,7.0,3,0,1,2,4,8.0,0,10,13,-3,1,2,3,49,30,10,17,11,0,2,1,1,3,-4,3,0,1.0,1,0,2,5,2,20,0,3,2,2,7,7,0,0.0,0,2,2,-1,-1,1,0,0,-1,0,0,1,-1,0.0,0,1.0,2,2,0,-1,8,8,21,1,0.0,0,1,12,-1,4,1,0,-1,0,2,0,1,2,1,4,3,5,6,-1,3,63.0,8,16,8,12,35,1,2,-2,1,1,1,2,1,2,1,-6,1,0,4,3,-2,1,39,22.0,72,68,64,56,29,2,0,4,0,1,1,-1,68,56,-1,0,1,4,3,2,6,4,-1,2,39,2,4,1,3,-5,Cl.NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(CCc4ccncc4)c32)cc1,True
NS(=O)(=O)c1ccc(N\N=C2/C(=O)Nc3ccc(cc23)-c2cnco2)cc1,1,02:Oxindoles,11728181,6,9,6,24,1,0,7,16,18,13,20,13,9,10.0,4,6,-3,0,4,-1,5,0,2,10,4,23,11,9,13,8,21,12,-5,11,0,0,-4,8,20,-1,2.0,3,0,9.0,7,-2.0,1,2,19.0,36,46,52,5.0,3,-1.0,8.0,12,29.0,54,32.0,3.0,15.0,10.0,-2,7.0,39,26,28,42.0,5,11,3,38.0,73.0,50,41,14,47,50.0,5,1,44.0,13.0,6,5,2,5,14,14.0,1,52,56,0,6,4,5,77,73,11,78,76,8,3,3,1,0,-7,5,3,0.0,-2,0,3,7,3,19,0,3,4,3,5,7,7,-2.0,-3,-1,10,6,3,1,4,-2,0,1,3,1,13,4.0,2,-2.0,38,58,7,8,2,12,33,6,-2.0,-1,3,28,4,16,4,3,0,0,9,8,7,13,9,26,17,17,16,7,14,35.0,15,24,16,12,33,2,12,-4,25,16,39,7,4,0,2,7,9,2,38,27,10,35,72,67.0,94,75,89,50,42,2,3,3,3,5,7,3,67,65,-1,0,2,36,25,16,39,81,52,15,53,0,-1,2,1,-1,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(-c4cnco4)cc32)cc1,True
NS(=O)(=O)c1ccc(N\C=C2/C(=O)Nc3ccc4ncsc4c23)cc1,1,02:Oxindoles,11728181,27,41,11,54,13,7,21,32,31,39,41,33,33,22.0,4,6,0,11,11,8,5,-2,4,37,13,29,28,22,22,10,43,27,2,22,7,8,4,18,44,-8,6.0,10,15,17.0,12,19.0,4,4,51.0,51,66,67,39.0,43,25.0,8.0,24,71.0,74,69.0,33.0,53.0,57.0,6,51.0,75,93,59,90.0,14,59,20,80.0,81.0,87,92,61,91,87.0,10,2,38.0,5.0,5,3,1,3,6,11.0,3,59,59,0,41,37,52,75,74,74,77,77,16,7,6,3,5,-3,43,15,11.0,10,14,5,7,19,65,12,51,31,36,60,66,14,2.0,1,3,48,10,18,7,6,3,-12,3,7,3,48,17.0,7,7.0,33,47,6,11,55,79,80,19,6.0,-1,1,48,20,16,3,7,2,10,11,24,54,67,58,46,43,35,54,26,21,69.0,53,62,60,43,89,3,19,9,1,4,5,33,0,3,9,22,8,4,47,42,13,14,73,62.0,94,75,95,69,65,20,23,15,5,5,31,15,63,65,-3,1,9,64,35,12,45,74,29,28,62,7,13,1,0,-1,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,True
Cn1cc(C=C2C(=O)Nc3cccnc23)c2ccccc12,1,02:Oxindoles,15013000,-6,1,3,5,21,2,28,37,36,33,44,49,45,21.0,-1,5,3,6,9,16,2,0,4,48,25,42,42,36,44,15,42,45,1,6,5,5,-1,12,25,-3,12.0,6,10,10.0,20,9.0,2,4,13.0,66,75,72,0.0,6,19.0,17.0,13,67.0,86,74.0,17.0,42.0,48.0,14,13.0,55,30,31,53.0,6,20,4,66.0,78.0,65,47,20,59,42.0,5,2,10.0,7.0,2,-2,0,6,3,9.0,5,21,55,-26,7,5,18,48,34,1,29,24,12,6,3,0,-5,1,7,14,4.0,5,5,2,11,6,3,3,10,5,6,10,8,4,2.0,0,1,6,1,2,-1,-1,1,-1,1,0,2,3,3.0,0,1.0,5,8,1,1,55,63,57,16,4.0,0,2,21,3,6,3,1,2,5,15,15,10,11,10,6,7,6,10,4,9,45.0,12,12,15,9,24,-1,1,7,3,11,10,7,-2,1,3,5,4,-2,10,-11,1,0,7,7.0,4,9,3,9,11,6,8,6,2,3,3,3,12,9,-4,0,-1,14,14,15,4,11,4,6,23,7,4,4,8,0,Cn1cc(C=C2C(=O)Nc3cccnc32)c2ccccc21,True
O=C1Nc2ccccc2\C1=C\Nc1ccc(cc1)-n1cncn1,1,02:Oxindoles,15013000,30,12,1,6,11,3,9,13,14,13,17,13,14,8.0,7,5,0,5,5,5,6,0,3,20,9,12,22,17,13,7,19,16,2,12,4,3,3,9,25,-2,7.0,7,12,8.0,15,17.0,6,0,31.0,44,57,58,6.0,14,-4.0,6.0,10,49.0,67,53.0,10.0,25.0,22.0,3,24.0,37,40,35,76.0,8,47,10,54.0,46.0,46,24,67,45,33.0,4,3,14.0,4.0,4,4,4,1,10,13.0,3,9,24,5,7,7,13,54,36,5,66,57,13,8,5,2,-3,-21,6,10,8.0,7,5,3,15,15,20,9,13,11,9,11,14,9,1.0,0,2,29,8,11,6,3,2,2,5,5,2,14,5.0,7,4.0,2,7,1,4,28,45,36,15,-2.0,-3,1,34,19,7,4,4,3,3,8,15,7,8,6,18,36,10,25,12,10,39.0,17,26,19,15,26,6,7,7,2,5,1,13,2,5,4,12,4,8,17,16,11,2,22,11.0,13,22,16,66,25,12,7,8,6,4,6,6,28,25,1,0,2,22,6,3,12,14,7,13,48,4,3,-10,-5,1,O=C1Nc2ccccc2/C1=C/Nc1ccc(-n2cncn2)cc1,True
NS(=O)(=O)c1cccc(N\C=C2/C(=O)Nc3ccccc23)c1,1,02:Oxindoles,15013000,6,-2,2,1,6,3,8,9,9,9,9,11,11,13.0,0,6,0,7,7,4,6,-2,6,9,7,18,12,8,14,4,13,9,2,4,4,4,3,11,27,-2,5.0,11,13,10.0,12,6.0,3,6,12.0,16,33,32,8.0,7,-3.0,8.0,8,31.0,49,34.0,9.0,27.0,21.0,4,15.0,35,15,25,64.0,2,45,9,36.0,26.0,26,15,46,31,22.0,8,1,6.0,10.0,3,2,1,5,0,15.0,2,16,34,3,8,8,29,26,21,-2,78,70,10,9,5,2,-9,2,5,22,13.0,11,14,5,9,12,24,15,19,18,15,22,26,8,2.0,1,0,27,5,11,4,3,3,2,3,2,2,7,5.0,2,2.0,4,5,2,0,40,77,48,33,2.0,3,4,33,13,16,8,2,4,12,2,4,9,11,11,16,17,13,24,11,11,36.0,18,26,12,11,19,1,5,12,1,-2,1,14,-1,5,5,4,4,2,14,15,4,4,16,7.0,8,16,11,56,18,11,13,10,5,3,5,1,20,20,-4,0,3,14,3,5,4,8,10,4,21,7,8,2,0,1,NS(=O)(=O)c1cccc(N/C=C2\C(=O)Nc3ccccc32)c1,True
O=C1Nc2ccccc2\C1=C\Nc1ccc2[nH]c(=O)[nH]c2c1,1,02:Oxindoles,15013000,21,19,2,9,12,5,15,23,25,26,24,23,26,19.0,9,8,4,7,14,5,8,3,8,33,12,22,30,23,27,11,31,27,4,16,9,6,6,21,46,-5,7.0,13,16,12.0,32,25.0,6,9,30.0,54,73,74,11.0,15,,8.0,22,61.0,75,67.0,17.0,35.0,33.0,11,30.0,48,27,48,84.0,10,72,22,74.0,66.0,65,69,80,70,57.0,9,5,21.0,8.0,7,6,7,3,3,15.0,3,14,35,0,10,9,15,67,59,3,75,64,17,8,5,2,3,-6,7,22,8.0,7,8,4,16,24,41,6,17,21,15,16,20,11,2.0,0,2,23,9,13,4,5,2,4,2,5,1,14,6.0,8,4.0,4,14,-1,2,45,82,52,23,0.0,-1,1,43,21,14,7,5,3,8,11,14,12,17,14,27,28,13,33,18,15,46.0,16,26,20,13,41,5,9,3,0,5,2,16,64,3,6,16,5,4,21,23,12,10,24,8.0,8,13,9,59,11,13,11,10,5,4,6,4,14,12,0,-1,4,30,6,6,16,23,11,14,39,4,3,2,-1,-3,O=C1Nc2ccccc2/C1=C/Nc1ccc2[nH]c(=O)[nH]c2c1,True
COc1ccccc1-c1cc(\C=C2/C(=O)Nc3ncc(Br)cc23)cc(Br)c1O,1,02:Oxindoles,15013000,1,-1,3,5,9,4,22,22,20,20,5,20,28,15.0,4,6,2,7,10,4,4,15,2,11,8,13,14,9,12,26,17,13,3,6,5,4,6,8,39,-1,7.0,6,6,26.0,7,2.0,1,11,6.0,62,89,94,8.0,4,-2.0,8.0,3,11.0,12,13.0,14.0,18.0,14.0,2,5.0,9,4,7,28.0,2,3,4,7.0,5.0,17,5,8,15,12.0,6,1,80.0,2.0,1,4,2,4,-4,18.0,2,18,55,-9,11,8,5,8,8,13,14,13,6,6,5,2,0,-7,6,6,6.0,5,3,9,57,30,3,2,6,0,1,2,4,3,2.0,0,1,6,0,3,2,3,2,0,1,2,3,6,5.0,0,1.0,2,2,-1,-3,57,88,93,7,1.0,2,2,7,4,7,6,1,2,6,40,12,6,6,6,5,1,2,7,10,9,6.0,6,5,10,8,8,2,6,5,0,-2,3,4,-3,0,6,4,4,0,6,13,0,1,5,5.0,-1,9,1,7,8,9,11,6,9,4,5,2,10,9,-5,0,10,5,8,11,4,11,5,4,10,19,14,7,-2,0,COc1ccccc1-c1cc(/C=C2\C(=O)Nc3ncc(Br)cc32)cc(Br)c1O,True
